created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Fri Dec 29 19:39:21 +0000 2023;1740819816108507576;"@VintageCulture - Tomorrowland 2023, Boom, live at the Crystal Garden  on #SoundCloud  🔥🔥🔥 https://t.co/ZoG9P1jE4y";0;0;3;4;en;1494105133969555458;1740819816108507576;vinquezada1;https://twitter.com/vinquezada1/status/1740819816108507576
Fri Dec 29 19:28:46 +0000 2023;1740817153128022405;"Tomorrowland NYE https://t.co/xuB37719AO";0;0;0;0;en;45345052;1740817153128022405;DonELichterman;https://twitter.com/DonELichterman/status/1740817153128022405
Fri Dec 29 18:55:28 +0000 2023;1740808773642629535;"@DeeMagicGurl Plus, DL doesn't need frozen, unlike other parks. We joke about Tomorrowland and how bad it is, but it eats a lot of people on the busiest days";0;1;0;2;en;3166003386;1740805680045641799;BlankSamuel;https://twitter.com/BlankSamuel/status/1740808773642629535
Fri Dec 29 18:17:11 +0000 2023;1740799139095712235;"@Shouq_su @HaberturkTV If the sanctity of Saudi Arabia was not violated when it had a tomorrowland party while its Arab brothers and sisters were being slaughtered by Israel, then what the honorable ATATÜRK will bring to your land cannot be anything other than civilization. 💩";0;0;0;1;en;3418588053;1740794616322892194;moyloo;https://twitter.com/moyloo/status/1740799139095712235
Fri Dec 29 17:59:00 +0000 2023;1740794562090795468;"@PeterSciretta @Parkeology Exactly! It's a blight on Tomorrowland.";0;0;0;2;en;1523135671296159744;1740758575667159150;ElonMuskSuckz;https://twitter.com/ElonMuskSuckz/status/1740794562090795468
Fri Dec 29 17:49:19 +0000 2023;1740792125690941786;"@havepeper Tomorrowland";0;0;0;0;en;1360286733309517824;1740763635595489440;ImWanderiing;https://twitter.com/ImWanderiing/status/1740792125690941786
Fri Dec 29 17:40:11 +0000 2023;1740789825224237156;"🎵 The music speaks for itself, there’s no need to say anything 🤫  🔗 Hit the link and enjoy your fvcking life 👉🏻 https://t.co/9R8iVCSlDW 🫶🏻  ❤️ Thanks for your support 💙  #edm #music #dj #mix #yolo #tomorrowland #davidguetta #rave #party https://t.co/YwxhusO8Nh";0;0;0;2;en;122790434;1740789825224237156;CedricLASS;https://twitter.com/CedricLASS/status/1740789825224237156
Fri Dec 29 17:29:16 +0000 2023;1740787078068355294;"@stxfxni Wait. Now I can't decide because Tomorrowland was OUTTA THIS WORLD!!! https://t.co/uq8VFUEYTP";0;0;0;0;en;702024093105672192;1740595332940169554;the_dread_rager;https://twitter.com/the_dread_rager/status/1740787078068355294
Fri Dec 29 17:19:55 +0000 2023;1740784727106494714;"Five Things to Know About the Tomorrowland Speedway - @touringplans https://t.co/21pxL7dPrZ #Disney";0;0;0;0;en;861026244384755712;1740784727106494714;ears_2_ground;https://twitter.com/ears_2_ground/status/1740784727106494714
Fri Dec 29 17:10:41 +0000 2023;1740782403352985836;"@TheHorizoneer I miss that Tomorrowland aesthetic";0;0;0;4;en;2759928466;1740621349096456374;tankart150;https://twitter.com/tankart150/status/1740782403352985836
Fri Dec 29 17:03:01 +0000 2023;1740780471796293730;"LOL stop asking me if I’m going to hijinx! I am not! Saving for Tomorrowland and a house 🎯😂";0;0;0;3;en;1027019972;1740780471796293730;josexkx9;https://twitter.com/josexkx9/status/1740780471796293730
Fri Dec 29 17:00:11 +0000 2023;1740779760521797646;"Lowest waiting times in #WDW: Journey of Water, Inspired by Moana - 0 min Walt Disney's Carousel of Progress - 5 min Kali River Rapids - 10 min Lightning McQueen's Racing Academy - 15 min Tomorrowland Transit Authority PeopleMover - 30 min https://t.co/imIgIYjiHz #WDW #WDWLive";0;0;0;0;en;900758321216585729;1740779760521797646;WdwStats;https://twitter.com/WdwStats/status/1740779760521797646
Fri Dec 29 16:32:42 +0000 2023;1740772841883320667;"Metaphysical Resources:  - As a Man Thinketh book - Allen - The Secret - movie - Tomorrowland - movie";0;0;0;0;en;1275470856349577216;1740772841883320667;CharlesThomasW7;https://twitter.com/CharlesThomasW7/status/1740772841883320667
Fri Dec 29 16:18:58 +0000 2023;1740769386380550223;"DEEP 🤖 TECH HOUSE #wearetechno.#deep #deephouse #techhouse #techno #housemusic #underground #ultramusic #coachella #tomorrowland #ibiza #ushuaia #ants #dirtybird #weareunderground #traxsource #beatport #techno #dj Listen/Save/Submit your music...  https://t.co/ewe6mUOC5I https://t.co/uVVnhIF5Yq";0;1;0;1;en;37880488;1740769386380550223;ciappydj;https://twitter.com/ciappydj/status/1740769386380550223
Fri Dec 29 15:46:58 +0000 2023;1740761334646772103;"Vols,  We have made camp on the outskirts of Tomorrowland &amp  will enjoy the fruits of FL. Space Mt. claimed several casualties, but discipline’s been restored. I have promoted a young PFC to lead us to victory &amp  claim the shrine of citrus. In God &amp  Nico we trust.   Til VOLhalla";2;4;46;408;en;1050155058132865025;1740761334646772103;GenHeupel;https://twitter.com/GenHeupel/status/1740761334646772103
Fri Dec 29 15:36:36 +0000 2023;1740758724170731990;"@chris_taylor_sa @SolanaConf @aeyakovenko @oogyNFT @solana @solanamobile @SolJakey like the vibe, bro  hope 1 day will join Tomorrowland or alike party";0;0;0;0;en;2348130780;1740634199621558709;Ruslan_Dv;https://twitter.com/Ruslan_Dv/status/1740758724170731990
Fri Dec 29 15:35:29 +0000 2023;1740758443760505127;"no one is";0;0;0;0;en;1189543376531722240;1740758443760505127;tomorrowland734;https://twitter.com/tomorrowland734/status/1740758443760505127
Fri Dec 29 15:27:06 +0000 2023;1740756335631982673;"🎵 The music speaks for itself, there’s no need to say anything 🤫  🔗 Hit the link and enjoy your fvcking life 👉🏻 https://t.co/9R8iVCSlDW 🫶🏻  ❤️ Thanks for your support 💙  #edm #music #dj #mix #yolo #tomorrowland #davidguetta #rave #party https://t.co/PKrThHKBGG";0;0;1;3;en;122790434;1740756335631982673;CedricLASS;https://twitter.com/CedricLASS/status/1740756335631982673
Fri Dec 29 15:00:16 +0000 2023;1740749583301431546;"Lowest waiting times in #WDW: Journey of Water, Inspired by Moana - 0 min Journey Into Imagination With Figment - 5 min Kali River Rapids - 5 min Tomorrowland Transit Authority PeopleMover - 5 min Walt Disney's Carousel of Progress - 5 min https://t.co/imIgIYjiHz #WDW #WDWLive";0;0;0;1;en;900758321216585729;1740749583301431546;WdwStats;https://twitter.com/WdwStats/status/1740749583301431546
Fri Dec 29 14:32:16 +0000 2023;1740742535528722636;"@blutterfyfinger Tomorrowland hands down";0;0;0;0;en;1394529584670941189;1740393319371608232;AbigailEMeyers1;https://twitter.com/AbigailEMeyers1/status/1740742535528722636
Fri Dec 29 13:55:06 +0000 2023;1740733183875023183;"Disney planning another X-Files production? Disney has for a long time been leaking truths to the public about ET phenomena through entertainment. The Witch Mountain films and the TV show "Alien Encounter: From New Tomorrowland" are past examples.";0;0;0;0;en;15758445;1740733183875023183;jedishaman;https://twitter.com/jedishaman/status/1740733183875023183
Fri Dec 29 13:19:01 +0000 2023;1740724100363063454;"Is this…is this how we round about get a rethemed Alien Encounter back in Tomorrowland?   Also if they do C is for Chestbuster I will die laughing 😂";0;0;0;1;en;923740854665097216;1740724100363063454;Tarantrinn;https://twitter.com/Tarantrinn/status/1740724100363063454
Fri Dec 29 13:14:13 +0000 2023;1740722891371794786;"Mood 😆 [Tag your friend]   #friday #techno #housenest #music #melodictechno #burningman #ultra #umf #tomorrowland https://t.co/EbblDHkCsm";0;0;3;9;en;951795216582893568;1740722891371794786;housenest_ofc;https://twitter.com/housenest_ofc/status/1740722891371794786
